Kode,Judul,Keterangan
1619,Jasa Penunjang Pertanian Lainnya,"Kelompok ini mencakup jasa penunjang pertanian lainnya yang belum termasuk dalam kelompok jasa penunjang pertanian di atas, seperti penyelenggaraan pengairan/penyiraman serta penyediaan alat pertanian berikut operatornya, pemeliharaan dan perawatan alat pertanian atas dasar balas jasa (fee) atau kontrak. Penyewaan khusus alat pertanian tanpa operatornya dimasukkan dalam 77305"
1621,Jasa Pelayanan Kesehatan Ternak,Kelompok ini mencakup usaha yang bergerak dalam bidang pelayanan kesehatan/pengobatan ternak atas dasar balas jasa (fee) atau kontrak
1622,Jasa Perkawinan Ternak,"Kelompok ini mencakup usaha yang bergerak dalam bidang perkawinan ternak atas dasar balas jasa (fee) atau kontrak, seperti inseminasi buatan, pelayanan kuda biak"
1623,Jasa Penetasan Telur,Kelompok ini mencakup usaha yang bergerak dalam bidang penetasan telur atas dasar balas jasa (fee) atau kontrak
1629,Jasa Penunjang Peternakan Lainnya,"Kelompok ini mencakup usaha yang bergerak dalam jasa penunjang peternakan lainnya atas dasar balas jasa (fee) atau kontrak, seperti pencukuran bulu ternak, pembersihan kandang ternak, termasuk juga usaha pelayanan pencari rumput, pemeliharaan dan perawatan hewan dan penggembalaan ternak. Termasuk juga kegiatan farrier (tukang tapal kuda)"
1630,Jasa Pasca Panen,"Kelompok ini mencakup usaha pasca panen meliputi usaha penyiapan hasil panen pertanian untuk dijual, seperti pembersihan, sortasi, pengupasan, pengeringan dengan sinar matahari dan pengepakan dari macam-macam hasil pertanian atas dasar balas jasa (fee) atau kontrak. Termasuk usaha disinfektan hasil panen, pemisahan biji kapas, penyiapan daun tembakau, penyiapan biji cokelat dan pemberian lilin pada buah-buahan."
1640,Pemilihan Benih Tanaman Untuk Pengembangbiakan,"Kelompok ini mencakup semua kegiatan pasca panen yang ditujukan untuk meningkatkan perkembangan kualitas benih melalui pemilahan material non benih, benih berukuran terlalu kecil, benih yang rusak secara mekanik atau kerusakan benih karena serangga dan benih yang belum matang, dan juga menjaga kelembaban benih ke kondisi aman untuk penyimpan benih. Kegiatan ini mencakup pengeringan, pembersihan, sortasi dan lainnya sampai benih dipasarkan. Pemeliharaan benih yang telah dimodifikasi juga termasuk di sini."
1711,Perburuan Dan Penangkapan Primata,"Kelompok ini mencakup usaha perburuan dan penangkapan primata dalam rangka pengendalian populasi dan pelestarian. Termasuk perburuan dan penangkapan primata dengan perangkap, penangkapan primata (mati atau hidup) untuk makanan, bulu, kulit atau untuk penelitian, untuk ditempatkan dalam kebun binatang atau sebagai hewan peliharaan. Termasuk perburuan dan penangkapan primata untuk diambil organnya. Contohnya kera, monyet dan primata lainnya."
1712,Perburuan Dan Penangkapan Mamalia,"Kelompok ini mencakup usaha perburuan dan penangkapan mamalia dalam rangka pengendalian populasi dan pelestarian. Termasuk perburuan dan penangkapan mamalia dengan perangkap, penangkapan mamalia (mati atau hidup) untuk makanan, bulu, kulit atau untuk penelitian, untuk ditempatkan dalam kebun binatang atau sebagai hewan peliharaan. Termasuk perburuan dan penangkapan mamalia untuk diambil organnya. Contohnya rusa, babi, kelinci, dan mamalia lainnya."
1713,Perburuan Dan Penangkapan Reptil,"Kelompok ini mencakup usaha perburuan dan penangkapan reptil dalam rangka pengendalian populasi dan pelestarian. Termasuk perburuan dan penangkapan reptil dengan perangkap, penangkapan reptil (mati atau hidup) untuk makanan, bulu, kulit atau untuk penelitian, untuk ditempatkan dalam kebun binatang atau sebagai hewan peliharaan. Termasuk perburuan dan penangkapan reptil untuk diambil organnya. Contohnya buaya, ular, dan reptil lainnya."
1714,Perburuan Dan Penangkapan Burung,"Kelompok ini mencakup usaha perburuan dan penangkapan segala jenis burung dalam rangka pengendalian populasi dan pelestarian. Termasuk perburuan dan penangkapan burung dengan perangkap, penangkapan burung (mati atau hidup) untuk makanan, bulu, kulit atau untuk penelitian, untuk ditempatkan dalam kebun binatang atau sebagai hewan peliharaan. Termasuk perburuan dan penangkapan burung untuk diambil organnya."
1715,Perburuan Dan Penangkapan Insekta,"Kelompok ini mencakup usaha perburuan dan penangkapan insekta dalam rangka pengendalian populasi dan pelestarian. Termasuk perburuan dan penangkapan insekta dengan perangkap, penangkapan insekta (mati atau hidup) untuk makanan, kulit atau untuk penelitian, untuk ditempatkan dalam kebun binatang atau sebagai hewan peliharaan. Termasuk perburuan dan penangkapan insekta untuk diambil organnya. Contohnya kupu-kupu, dan insekta lainnya"
1719,Perburuan Dan Penangkapan Satwa Liar Lainnya,"Kelompok ini mencakup usaha perburuan dan penangkapan satwa liar lainnya dalam rangka pengendalian populasi dan pelestarian. Termasuk perburuan dan penangkapan satwa liar lainnya dengan perangkap, penangkapan satwa liar lainnya (mati atau hidup) untuk makanan, kulit atau untuk penelitian, untuk ditempatkan dalam kebun binatang atau sebagai hewan peliharaan. Termasuk perburuan dan penangkapan satwa liar lainnya untuk diambil organnya. Termasuk dalam kelompok ini adalah satwa liar yang belum tercakup dalam kelompok 01711 s.d. 01716"
1721,Penangkaran Primata,"Kelompok ini mencakup usaha penagkaran, pembesaran, pembiakan dan penelitian untuk pelestarian orang utan, beruk, bekantan, kera ekor panjang, dan primata lainnya."
1722,Penangkaran Mamalia,"Kelompok ini mencakup usaha penagkaran, pembesaran, pembiakan dan penelitian untuk pelestarian mamalia, seperti hariamau, badak, anoa, dan mamalia lainnya"
1723,Penangkaran Reptil,"Kelompok ini mencakup usaha penagkaran, pembesaran, pembiakan dan penelitian untuk pelestarian reptil, seperti komodo, buaya, dan reptil lainnya."
1724,Penangkaran Burung,"Kelompok ini mencakup usaha penagkaran, pembesaran, pembiakan dan penelitian untuk pelestarian burung, seperti kakatua, cendrawasih, rangkong, dan burung lainnya"
1725,Penangkaran Insekta,"Kelompok ini mencakup usaha penagkaran, pembesaran, pembiakan dan penelitian untuk pelestarian insekta, seperti kupu-kupu, lebah, dan insekta lainnya"
1726,Penangkaran Anggrek,"Kelompok ini mencakup usaha penagkaran, pembesaran, pembiakan dan penelitian untuk pelestarian jenis anggrek, seperti anggrek hitam, dan jenis anggrek lainnya yang dilindungi."
1727,Penangkaran Ikan Dan Coral/karang,"Kelompok ini mencakup usaha penagkaran, pembesaran, pembiakan dan penelitian untuk pelestarian berbagai jenis ikan dan coral/karang, seperti ikan arwana (super red, golden, green, banjar, jardini/payang Irian), kima, dan jenis lainnya"
1729,Penangkaran Tumbuhan/satwa Liar Lainnya,"Kelompok ini mencakup usaha penagkaran, pembesaran, pembiakan dan penelitian untuk pelestarian tumbuhan/satwa liar lainnya, baik yang hidup di darat maupun di luar"
2111,Pengusahaan Hutan Jati,"Kelompok ini mencakup usaha persemaian, pembibitan, penanaman, pemeliharaan, pemanenan hasil, pengolahan dan pemasaran jenis tanaman jati"
2112,Pengusahaan Hutan Pinus,"Kelompok ini mencakup usaha persemaian, pembibitan, penanaman, pemeliharaan, pemanenan hasil, pengolahan dan pemasaran jenis tanaman pinus"
2113,Pengusahaan Hutan Mahoni,"Kelompok ini mencakup usaha persemaian, pembibitan, penanaman, pemeliharaan, pemanenan hasil, pengolahan dan pemasaran jenis tanaman mahoni"
2114,Pengusahaan Hutan Sonokeling,"Kelompok ini mencakup usaha persemaian, pembibitan, penanaman, pemeliharaan, pemanenan hasil, pengolahan, dan pemasaran jenis tanaman sonokeling"
2115,Pengusahaan Hutan Sengon/albasia/jeunjing,"Kelompok ini mencakup usaha persemaian, pembibitan, penanaman, pemeliharaan, pemanenan hasil, pengolahan dan pemasaran jenis tanaman sengon/albasia/jeunjing."
2116,Pengusahaan Hutan Cendana,"Kelompok ini mencakup usaha persemaian, pembibitan, penanaman, pemeliharaan, pemanenan hasil, pengolahan dan pemasaran jenis tanaman cendana."
2117,Pengusahaan Hutan Alkasia,"Kelompok ini mencakup usaha persemaian, pembibitan, penanaman, pemeliharaan, pemanenan hasil, pengolahan dan pemasaran jenis tanaman akasia"
2118,Pengusahaan Hutan Ekaliptus,"Kelompok ini mencakup usaha persemaian, pembibitan, penanaman, pemeliharaan, pemanenan hasil, pengolahan dan pemasaran jenis tanaman ekaliptus"
2119,Pengusahaan Hutan Lainnya,"Kelompok ini mencakup pengusahaan kayu lainnya yang belum termasuk dalam kelompok 02111 s.d. 02118, seperti pengusahaan tanaman gmelina, jabon, gerunggang, rasamala, nyamplung, dan tanaman belukar"
2120,Pengusahaan Hutan Alam,"Kelompok ini mencakup usaha yang terpadu antara kegiatan pemanenan kayu dengan batas diameter, pengolahan, pemasaran, penanaman kembali serta pemeliharaan tanaman dari jenis-jenis alami, seperti meranti, kruing, pulai, ramin, kayu besi, kayu hitam, ulin dan sebagainya. Termasuk juga usaha pengangkutan kayu yang dilakukan oleh pengusaha hutan itu sendiri"
2131,Pengusahaan Rotan,"Kelompok ini mencakup usaha persemaian/pembibitan, penanaman/pengayaan, pemeliharaan, pemanenan hasil, pengolahan dan pemasaran jenis tanaman rotan"
2132,Pengusahaan Getah Pinus,"Kelompok ini mencakup usaha persemaian/pembibitan, penanaman/pengayaan, pemeliharaan, pemanenan hasil, pengolahan dan pemasaran getah pinus"
2133,Pengusahaan Daun Kayu Putih,"Kelompok ini mencakup usaha persemaian/pembibitan, penanaman/pengayaan, pemeliharaan, pemanenan hasil, pengolahan dan pemasaran daun kayu putih"
2134,Pengusahaan Bambu,"Kelompok ini mencakup usaha persemaian/pembibitan, penanaman/pengayaan, pemeliharaan, pemanenan hasil, pengolahan dan pemasaran hasil-hasil hutan bambu."
2135,Pengusahaan Damar,"Kelompok ini mencakup usaha persemaian/pembibitan, penanaman/pengayaan, pemeliharaan, pemanenan hasil, pengolahan dan pemasaran damar"
2136,Pengusahaan Gaharu,"Kelompok ini mencakup usaha persemaian/pembibitan, penanaman/pengayaan, pemeliharaan, pemanenan hasil, pengolahan dan pemasaran hasil hutan gaharu."
2139,Pengusahaan Hutan Bukan Kayu Lainnya,"Kelompok ini mencakup usaha persemaian/pembibitan, penanaman/pengayaan, pemeliharaan, pemanenan hasil, pengolahan dan pemasaran hasil hutan bukan kayu lainnya, misalnya jernang, tengkawang, getah, shellak, buah-buahan dan hasil hutan bukan kayu lainnya."
2141,Pengusahaan Pembibitan Tanaman Jati,Subgolongan ini mencakup usaha pembibitan/penyemaian tanaman jati dan pemeliharaannya sampai dengan umur tertentu untuk ditanam dengan tujuan komersil
2142,Pengusahaan Pembibitan Tanaman Pinus,Subgolongan ini mencakup usaha pembibitan/penyemaian tanaman pinus dan pemeliharaannya sampai dengan umur tertentu untuk ditanam dengan tujuan komersil.
2143,Pengusahaan Pembibitan Tanaman Mahoni,Subgolongan ini mencakup usaha pembibitan/penyemaian tanaman mahoni dan pemeliharaannya sampai dengan umur tertentu untuk ditanam dengan tujuan komersil
2144,Pengusahaan Pembibitan Tanaman Sonokeling,Subgolongan ini mencakup usaha pembibitan/penyemaian tanaman sonokeling dan pemeliharaannya sampai dengan umur tertentu untuk ditanam dengan tujuan komersil.
2145,Pengusahaan Pembibitan Tanaman Sengon/albasia/jeunjing,Subgolongan ini mencakup usaha pembibitan/penyemaian tanaman sengon/albasia/jeunjing dan pemeliharaannya sampai dengan umur tertentu untuk ditanam dengan tujuan komersil
2146,Pengusahaan Pembibitan Tanaman Jabon,Subgolongan ini mencakup usaha pembibitan/penyemaian tanaman jabon dan pemeliharaannya sampai dengan umur tertentu untuk ditanam dengan tujuan komersil
2147,Pengusahaan Pembibitan Tanaman Akasia,Subgolongan ini mencakup usaha pembibitan/penyemaian tanaman akasia dan pemeliharaannya sampai dengan umur tertentu untuk ditanam dengan tujuan komersil
2148,Pengusahaan Pembibitan Tanaman Ekaliptus,Subgolongan ini mencakup usaha pembibitan/penyemaian tanaman ekaliptus dan pemeliharaannya sampai dengan umur tertentu untuk ditanam dengan tujuan komersil
2149,Pengusahaan Pembibitan Tanaman Kehutanan Lainnya,"Subgolongan ini mencakup usaha pembibitan/penyemaian dan pemeliharaan sampai dengan umur tertentu untuk ditanam dengan tujuan komersil tanaman lainnya, seperti cendana dan tanaman kehutanan lainnya"
2201,Pemanenan Kayu,"Kelompok ini mencakup kegiatan poduksi kayu gelondongan untuk industri pengolahan dan produksi kayu gelondongan digunakan dalam bentuk yang tidak diolah, seperti pit-props, tonggak pagar dan tiang listrik atau telepon."
2202,Usaha Pemungutan Kayu,Kelompok ini mencakup usaha pemungutan hasil kayu dengan batas diameter tertentu yang terpisah dari usaha pengusahaan kayu. Termasuk kegiatan pengumpulan dan produksi kayu bakar.
2209,Usaha Kehutanan Lainnya,"Kelompok ini mencakup usaha di bidang kehutanan yang tidak tercakup dalam kelompok manapun, seperti produksi arang di hutan dengan cara tradisional"
2301,Pemungutan Getah Karet,"Kelompok ini mencakup usaha pemungutan getah tanaman karet dan tanaman penghasil getah lainnya, seperti pemungutan getah tanaman karet hutan, getah perca, jelutung dan kemenyan"
2302,Pemungutan Rotan,"Kelompok ini mencakup usaha pemungutan hasil, pengolahan dan pemasaran jenis tanaman rotan."
2303,Pemungutan Getah Pinus,"Kelompok ini mencakup usaha pemungutan hasil, pengolahan dan pemasaran getah pinus"
2304,Pemungutan Daun Kayu Putih,"Kelompok ini mencakup usaha pemungutan hasil, pengolahan dan pemasaran daun kayu putih."
2305,Pemungutan Kokon/kepompong Ulat Sutera,"Kelompok ini mencakup usaha pemungutan hasil, pengolahan dan pemasaran kokon/kepompong ulat sutera"
2306,Pemungutan Damar,"Kelompok ini mencakup usaha pemungutan hasil, pengolahan dan pemasaran damar"
2307,Pemungutan Madu,"Kelompok ini mencakup usaha pemungutan hasil, pengolahan dan pemasaran madu"
2308,Pemungutan Bambu,"Kelompok ini mencakup usaha pemungutan hasil, pengolahan dan pemasaran bambu"
2309,Pemungutan Bukan Kayu Lainnya,"Kelompok ini mencakup usaha pemungutan hasil bukan kayu yang tidak dicakup dalam 02301 s.d. 02308 yang terpisah dari usaha pengusahaan hasil hutan bukan kayu, misalnya pemungutan gumpalan shellak, jernang, daun ekaliptus, kulit kayu lawang dan kayu manis, kenanga, daun/kulit/ranting cendana, kopal, pandan, purun, jamur, berry, lumut, dan lainnya"
2401,Jasa Penggunaan Kawasan Hutan Di Luar Sektor Kehutanan,Kelompok ini mencakup jasa kehutanan bidang penggunaan kawasan hutan/planologi dalam rangka penyiapan data dasar pengelolaan hutan di kawasan untuk usaha di luar sektor kehutanan
2402,Jasa Perlindungan Hutan Dan Konservasi Alam,"Kelompok ini mencakup usaha dalam rangka menunjang kegiatan perlindungan hutan dan konservasi alam, seperti jasa ANDAL/PIL (Pemantauan Informasi Lingkungan), UKL (Usaha Kelola Lingkungan), UPL (Usaha Pemantauan Lingkungan). Termasuk didalamnya jasa penyimpanan dan penyerapan karbon"
2403,Jasa Rehabilitasi Dan Restorasi Kehutanan Sosial,Kelompok ini mencakup usaha dalam rangka rehabilitasi lahan dan kehutanan sosial baik di dalam maupun kawasan hutan
2404,Jasa Kehutanan Bidang Perencanaan Kehutanan,"Kelompok ini mencakup usaha jasa kehutanan dalam rangka penyiapan data dasar seperti inventarisasi hutan, pengukuran dan penataan batas, dan penafsiran citra indra jarak jauh"
2405,"Jasa Sertifikasi, Inspeksi, Dan Verifikasi Produk Kehutanan","Kelompok ini mencakup usaha dalam rangka serifikasi kayu, inspeksi, dan verifikasi hasil hutan tanaman rakyat/kemasyarakatan"
2409,Jasa Penunjang Kehutanan Lainnya,"Kelompok ini mencakup usaha jasa di bidang kehutanan lainnya yang tidak tercakup dalam kelompok 02401 s.d. 02405, seperti kegiatan pengevaluasian kayu, pemadaman kebakaran hutan dan pengendalian hama dan jasa penebangan kayu, serta jasa pengangkutan kayu di dalam hutan."
3111,Penangkapan Pisces/ikan Bersirip Di Laut,"Kelompok ini mencakup usaha atau kegiatan penangkapan pisces atau ikan bersirip seperti kelompok ikan pelagis besar (ikan tuna mata besar, yellowfin tuna, albacore, cakalang, ikan hiu macan, ikan hiu gergaji, cucut tikus/monyet, cucut lanyam, cucut martil/capingan, cucut botol, dll) ikan pelagis kecil (ikan layang, ikan lemuru, ikan julung-julung, dll), ikan demersal (ikan bawal hitam, ikan bawal putih, ikan lidah, ikan pari kelelawar, ikan pari macan, ikan baracuda, dll), ikan karang (ikan pisang-pisang, ikan blue line, ikan kerapu bebek, ikan honeycomb, ikan leopard, ikan baronang kuning, dll) dan ikan lainnya di laut, muara sungai, laguna dan tempat lain yang dipengaruhi pasang surut. Termasuk pula kegiatan kapal yang digunakan baik untuk menangkap ikan maupun pengolahan dan pengawetan ikan."
3112,Penangkapan Crustacea Di Laut,"Kelompok ini mencakup usaha atau kegiatan penangkapan jenis udang (udang windu, udang putih, udang dogol), lobster dan crustacea laut lainnya (kepiting dan rajungan) di laut, muara sungai, laguna dan tempat lain yang dipengaruhi pasang surut."
3113,Penangkapan Mollusca Di Laut,"Kelompok ini mencakup usaha atau kegiatan penangkapan molusca, seperti jenis kerang mutiara, cumi-cumi, sotong, gurita dan mollusca laut lainnya (remis, simping, kerang darah, kerang hijau dan tiram) di laut, muara sungai, laguna dan tempat lain yang dipengaruhi pasang surut."
